ball 1,ball 2,ball 3,ball 4,ball 5,ball 6,ball 7,ball 8,ball 9,ball 10,ball 11,ball 12,ball 13,ball 14,ball 15,ball 16,ball 17,ball 18,ball 19,ball 20,king ball
1,3,5,6,7,8,11,12,19,21,28,37,39,43,50,54,58,61,66,67,50
1,4,5,10,12,15,20,24,28,31,36,39,41,42,49,50,53,64,66,70,4
5,7,8,15,26,27,31,34,38,39,47,48,49,51,59,61,62,63,67,68,8
1,3,4,5,10,14,18,21,24,26,35,36,39,47,48,50,51,58,60,66,3
2,3,15,23,27,30,40,41,42,43,48,49,51,53,58,60,63,64,65,67,40
4,8,9,13,14,18,19,21,29,37,41,43,47,49,50,52,53,57,60,65,14
2,8,10,11,13,17,21,22,28,31,32,33,43,47,53,54,56,58,62,68,53
1,5,8,10,11,16,17,22,25,27,28,29,30,32,37,40,48,54,67,68,48
2,13,19,22,26,30,31,32,33,36,37,40,44,45,47,50,58,60,64,70,47
3,6,8,11,22,26,29,36,37,39,40,43,44,51,53,55,57,58,59,62,39
2,4,5,7,8,13,15,23,31,37,40,41,45,53,55,60,62,65,66,67,53
3,4,7,9,13,15,16,19,28,33,38,39,41,45,46,48,50,54,55,59,48
7,13,14,15,16,21,23,29,32,39,47,51,52,54,55,57,58,61,66,67,54
4,5,14,15,19,20,25,28,29,33,35,40,46,52,53,57,58,60,63,70,53
10,13,14,15,20,28,29,30,31,33,36,43,45,48,50,57,59,61,64,66,48
3,8,11,14,22,25,27,33,35,37,40,41,45,51,54,56,60,63,68,70,27
2,9,13,15,16,20,21,25,29,30,36,37,46,48,49,53,56,60,64,68,16
20,21,24,26,38,40,41,44,48,50,53,56,58,59,60,61,64,65,67,69,44
1,20,23,24,25,32,33,38,42,48,50,51,52,53,54,61,65,66,68,69,24
3,6,8,13,16,21,26,30,31,33,35,37,38,39,44,52,55,56,66,68,3
1,7,26,28,29,30,32,35,37,39,43,45,46,48,60,63,64,68,69,70,32
9,11,13,18,19,22,26,27,29,41,47,49,51,53,61,62,64,67,69,70,22
5,13,18,22,27,28,31,32,34,37,41,42,43,44,47,48,52,53,57,66,22
2,3,5,8,13,14,16,19,22,23,26,27,29,38,40,43,45,47,51,53,5
1,2,4,5,6,10,13,16,20,23,24,36,38,42,45,52,60,64,66,70,23
3,7,9,12,13,15,18,20,27,28,30,32,37,43,57,58,63,64,66,69,66
4,6,9,12,19,20,21,22,28,29,33,35,36,40,43,49,55,57,60,64,28
6,8,11,18,21,23,32,33,34,36,38,46,48,50,56,58,61,64,67,69,21
1,15,17,20,21,23,28,29,36,38,42,44,46,50,52,53,54,57,67,70,23
6,13,15,23,24,29,31,33,39,40,41,43,44,45,50,56,62,64,66,68,29
3,5,7,10,15,16,18,25,26,27,28,33,34,37,49,54,61,62,63,67,34
2,3,10,13,16,29,34,35,44,47,48,49,50,55,59,63,65,67,68,70,70
7,8,10,12,21,23,28,30,32,37,50,54,55,57,58,59,63,64,66,67,21
5,7,10,11,15,18,21,22,27,28,29,30,31,34,41,42,51,53,61,68,10
4,10,13,16,18,20,22,23,31,33,36,38,41,44,49,50,51,56,62,65,38
8,9,14,17,19,23,32,34,40,42,45,46,50,51,52,53,57,58,59,64,9
2,3,6,9,11,14,24,29,33,40,42,43,45,49,50,53,55,58,60,61,61
1,6,7,9,15,21,25,30,32,39,43,46,47,49,52,55,56,57,61,63,9
1,4,5,8,9,11,14,15,18,25,27,29,34,42,43,51,55,58,59,65,18
8,13,14,19,20,21,24,27,29,33,37,39,40,42,44,48,51,59,68,69,42
1,2,12,13,15,18,19,29,32,33,34,35,40,41,43,46,55,63,66,67,33
3,5,8,12,13,19,21,22,27,32,34,37,38,42,45,47,56,61,63,64,37
2,3,11,12,14,20,22,30,31,34,36,37,46,48,53,58,63,67,68,70,58
2,3,5,11,19,20,22,24,30,32,38,43,44,45,52,58,59,61,69,70,58
4,8,10,11,13,19,22,23,26,28,31,32,41,42,45,48,50,58,60,70,11
2,6,8,10,12,14,15,21,22,28,33,34,37,39,45,50,55,59,62,69,69
4,6,14,19,20,22,23,25,27,28,42,48,51,56,59,61,65,66,68,69,61
1,2,16,19,20,23,27,31,32,33,36,43,46,47,53,57,58,61,64,66,2
1,10,15,16,18,28,32,34,35,36,40,44,46,49,50,51,52,55,59,68,46
2,6,8,9,14,15,19,20,25,31,35,42,43,45,51,52,53,55,61,63,20
5,6,8,11,14,19,23,24,25,27,28,29,41,44,46,47,48,62,65,70,6
2,3,4,6,8,9,16,26,30,33,38,41,50,53,54,56,60,63,64,66,56
4,8,10,14,16,22,30,31,33,34,35,37,39,40,48,55,59,62,65,70,14
1,2,3,10,15,16,23,26,29,30,33,35,36,37,40,47,54,67,68,70,23
1,13,20,26,28,31,35,36,39,41,42,45,49,50,51,54,61,63,68,70,54
6,14,22,23,26,29,30,35,38,39,46,49,51,53,54,58,60,63,68,69,51
2,3,7,9,11,13,14,24,29,31,33,38,46,50,54,56,58,62,67,70,33
1,7,9,11,13,15,16,24,25,32,34,35,39,43,44,45,48,53,55,65,16
4,13,15,29,30,31,36,37,42,49,50,55,56,57,60,62,65,66,69,70,42
11,14,16,17,19,20,25,27,28,30,32,38,48,49,53,55,59,61,68,70,16
1,3,4,6,12,14,18,24,27,28,32,35,40,42,49,52,55,56,69,70,56
14,18,20,24,28,33,37,39,40,42,43,47,48,52,54,57,61,65,69,70,43
2,5,6,7,9,13,16,17,18,22,23,27,41,47,50,51,55,63,66,69,18
1,6,10,12,24,27,31,32,33,35,40,44,45,55,60,61,62,63,65,70,63
1,6,10,11,14,21,23,30,32,35,42,43,44,47,55,57,61,67,68,70,68
2,8,9,13,15,23,24,28,34,47,48,49,50,55,57,61,64,67,68,70,13
1,2,6,9,16,22,27,33,34,35,36,39,43,52,55,57,60,61,64,68,43
12,13,15,16,21,23,30,32,34,38,41,42,46,52,59,62,65,66,67,70,41
2,6,7,8,9,11,13,17,21,23,24,35,41,54,58,59,62,63,68,70,62
10,11,25,26,28,29,31,34,36,38,45,47,49,52,53,55,61,63,64,68,31
1,3,5,11,13,21,22,29,30,31,38,42,43,44,45,50,52,60,63,66,22
14,17,19,21,27,29,31,34,35,38,45,48,49,59,61,62,64,65,66,69,29
3,8,9,13,14,25,26,27,29,33,35,36,38,39,41,47,51,52,58,67,14
3,11,13,14,22,23,25,28,37,38,40,42,43,47,53,58,60,61,62,68,22
1,5,6,7,15,16,19,20,21,33,34,39,40,41,45,54,56,58,59,69,20
5,12,13,14,15,16,19,27,30,31,37,39,40,42,47,49,52,53,66,67,19
1,2,3,4,7,9,13,14,15,16,20,27,28,30,34,41,48,55,69,70,28
5,7,11,12,13,22,25,28,32,33,35,36,43,46,49,52,60,62,63,69,25
3,5,15,19,20,23,24,31,33,38,40,46,48,57,61,63,66,67,68,70,3
1,2,3,11,12,18,22,24,26,31,33,35,37,39,45,50,55,57,61,66,2
2,8,9,13,16,17,18,22,27,29,30,34,48,49,54,58,61,63,66,67,2
1,7,12,15,17,19,20,21,27,33,35,37,40,41,45,47,51,53,56,58,58
3,4,6,9,12,13,14,17,20,21,22,23,31,36,43,48,55,59,60,64,21
2,7,13,20,21,25,28,31,33,47,48,49,50,51,54,56,58,64,67,68,56
2,4,7,9,16,19,21,32,35,37,38,43,46,50,54,55,59,61,68,70,50
5,7,10,11,12,14,15,16,23,27,28,30,36,40,45,47,52,54,64,67,10
4,12,15,18,28,30,32,36,40,41,42,47,53,57,59,62,65,66,68,69,47
1,14,15,20,22,23,26,27,31,37,38,41,45,46,48,50,53,56,57,65,1
1,5,6,9,10,14,18,20,22,25,29,30,34,38,43,44,48,52,55,63,44
7,9,12,16,19,20,22,26,32,33,42,46,49,52,54,55,57,62,64,69,57
2,5,6,11,13,21,26,31,32,33,34,40,41,44,46,52,64,66,68,70,2
2,4,6,15,16,17,18,24,28,33,38,39,42,43,44,49,54,61,67,68,16
1,2,8,10,15,24,30,37,39,41,42,43,45,47,49,51,57,59,60,68,47
2,8,9,14,18,22,23,26,28,31,32,34,35,41,42,47,51,60,64,68,51
2,4,6,7,8,17,20,22,25,28,32,40,43,47,48,51,54,57,64,66,66
2,6,16,17,19,23,25,30,35,39,40,44,48,49,53,54,60,62,68,69,25
2,7,11,12,19,24,25,31,34,36,41,42,44,50,55,61,62,64,65,69,25
1,4,9,11,13,14,24,33,34,36,39,44,48,51,52,61,64,65,66,68,34
8,10,15,19,20,21,25,27,29,41,45,49,51,55,57,60,61,65,66,69,8
1,4,9,12,16,18,20,22,24,29,37,41,47,58,59,61,62,64,67,68,58
1,4,7,8,9,13,16,19,28,29,35,39,41,44,52,54,59,62,63,65,29
2,3,4,5,7,10,11,12,15,16,23,26,33,36,38,53,56,57,62,69,23
3,5,9,10,24,31,32,37,40,41,42,43,45,50,52,55,63,66,67,70,9
1,6,13,14,18,19,24,29,39,42,44,46,51,52,56,57,58,59,60,64,1
2,3,8,9,17,18,21,23,25,28,42,43,45,46,48,57,61,64,66,70,46
2,7,10,13,14,15,17,20,24,28,30,38,44,45,48,50,54,56,63,64,56
1,7,21,22,24,25,27,36,37,40,43,44,47,48,50,53,60,63,65,70,24
1,13,15,18,21,24,29,33,36,37,42,43,46,53,56,59,60,61,62,67,61
4,6,10,20,24,25,27,30,32,33,41,42,43,49,51,56,61,62,63,69,10
4,5,6,8,9,12,13,16,17,26,28,30,31,37,39,43,47,54,62,64,4
7,12,22,24,26,29,30,32,33,34,36,40,45,49,50,59,61,65,66,68,34
4,10,11,14,15,23,26,31,34,35,40,41,43,44,46,48,52,55,58,69,11
6,7,9,12,14,15,21,22,24,26,30,36,39,44,47,54,56,59,65,66,21
4,6,7,12,13,21,22,25,26,31,33,34,37,39,41,44,45,49,61,70,22
3,5,6,9,13,14,15,17,19,20,25,31,32,33,34,41,45,47,52,65,6
1,2,4,5,13,15,16,17,19,20,23,24,26,28,32,36,40,55,58,60,5
1,3,6,10,13,23,28,34,35,36,38,43,47,48,49,52,54,55,56,60,13
8,9,16,17,21,22,26,27,28,29,33,35,44,47,50,58,60,64,68,69,60
1,3,9,14,21,22,23,25,27,28,30,41,45,46,49,53,63,66,67,69,1
3,5,6,11,12,16,18,19,31,34,38,41,43,44,53,57,58,66,68,70,5
1,2,4,8,9,12,14,18,25,29,30,31,34,39,57,61,63,67,68,69,12
1,2,5,7,9,11,13,16,22,32,34,39,41,48,55,60,61,65,66,67,16
7,11,13,21,26,27,29,32,33,34,35,36,41,42,43,48,58,61,69,70,41
3,4,10,12,17,19,22,24,30,31,33,37,38,47,48,51,59,61,68,69,38
5,11,17,21,24,25,32,34,37,38,43,44,48,58,59,61,62,65,69,70,43
1,12,18,19,24,25,27,28,33,36,39,48,53,54,56,58,59,63,66,67,67
2,4,9,10,12,16,19,22,24,40,44,45,48,50,51,60,62,64,65,68,12
5,6,9,14,15,21,27,29,32,38,43,52,54,55,57,59,60,61,65,67,29
1,3,4,6,9,10,16,17,18,27,28,36,45,48,50,53,54,56,62,66,48
2,8,9,25,26,30,32,34,37,38,43,45,50,51,52,54,60,64,65,69,54
4,7,12,15,17,18,22,27,28,32,38,44,46,52,53,55,61,62,66,68,68
1,2,6,10,16,17,18,28,34,35,41,43,47,51,55,56,62,64,66,67,66
1,2,5,7,8,13,19,25,39,42,43,47,48,51,54,56,65,66,69,70,48
1,9,11,20,25,26,29,31,35,41,42,45,48,50,53,59,60,64,68,69,41
6,7,12,14,20,25,26,35,36,37,39,40,41,44,50,51,57,58,64,68,51
3,7,8,9,11,14,23,25,29,34,35,39,40,41,43,49,51,52,54,68,54
1,5,6,8,11,12,20,21,32,36,45,47,49,51,57,61,62,65,67,70,21
4,7,13,14,16,17,20,23,28,30,31,38,41,42,47,56,58,59,64,70,4
6,7,8,12,16,24,25,29,30,41,44,48,52,55,56,57,61,64,65,69,12
1,3,9,10,13,22,23,34,38,44,51,52,53,54,57,61,62,63,68,69,53
2,4,5,7,21,22,23,25,33,38,41,45,46,54,55,58,59,61,63,66,54
2,11,14,18,20,22,23,25,28,29,33,34,35,41,42,47,53,55,61,62,35
3,6,7,8,9,13,16,18,22,25,29,32,37,44,49,53,60,65,66,70,60
7,8,12,15,16,19,30,31,32,34,35,41,45,47,48,51,58,61,66,67,66
2,4,8,11,14,22,27,29,31,33,34,35,39,42,43,47,48,51,59,69,69
1,8,9,29,31,32,40,42,48,49,56,58,59,60,61,62,63,66,68,69,1
1,2,5,12,14,19,21,25,27,35,42,44,56,57,58,60,62,66,69,70,5
3,6,7,9,12,13,17,19,29,33,38,39,41,44,46,48,49,55,60,63,6
3,5,8,9,11,20,21,25,26,32,39,40,48,51,54,55,56,65,68,70,3
9,10,14,20,27,29,32,35,39,41,47,48,51,58,59,62,64,66,68,70,41
3,11,13,14,21,24,27,28,34,38,41,45,46,50,51,52,57,59,62,65,45
4,7,12,15,23,24,33,34,44,45,49,51,52,53,60,62,64,66,67,70,4
1,3,5,9,13,14,15,17,18,19,20,21,42,45,53,55,56,57,58,62,18
1,2,3,4,16,19,21,24,25,26,34,45,46,50,55,59,63,64,66,69,59
1,4,6,8,12,14,17,21,26,27,28,32,35,37,39,41,48,52,63,69,69
3,6,12,13,17,20,22,26,28,34,36,41,45,49,53,60,65,67,68,70,3
3,6,7,8,13,16,19,21,24,39,43,44,45,46,48,50,53,59,64,67,21
1,2,4,6,8,9,13,16,19,25,33,34,36,41,42,44,57,58,59,68,8
7,12,13,14,22,30,34,36,37,41,47,50,51,52,53,57,61,64,65,68,13
3,6,8,11,12,15,16,17,26,28,36,37,38,43,44,48,50,58,66,70,44
2,7,12,13,15,16,19,20,22,23,26,29,32,45,52,55,59,60,62,63,55
2,3,7,8,9,13,17,24,25,32,43,46,50,51,53,54,57,60,64,69,50
4,5,10,18,20,21,22,26,29,37,42,43,46,51,52,61,63,65,68,70,52
4,10,11,12,19,20,21,24,31,32,34,36,37,38,43,46,48,50,56,70,31
1,4,7,10,16,19,29,34,36,40,41,43,44,45,46,54,56,64,68,70,68
4,5,6,18,19,20,24,26,30,33,36,37,39,40,43,44,52,58,62,64,5
4,6,10,17,20,22,25,27,31,32,35,39,43,47,48,49,51,63,69,70,70
1,7,9,10,20,21,24,31,33,39,42,47,48,52,54,57,58,63,68,69,63
1,4,6,7,13,18,21,22,24,26,36,38,39,41,42,44,56,66,69,70,39
6,10,12,13,19,24,32,33,34,37,38,40,41,42,43,50,51,57,62,70,51
4,5,8,10,14,17,22,28,30,31,33,35,38,40,54,55,60,62,64,69,40
3,8,9,11,13,14,18,20,22,31,36,42,45,47,56,57,58,59,67,70,57
6,10,15,20,30,32,33,34,45,46,47,49,50,52,54,55,58,65,66,69,52
4,10,13,14,18,24,29,35,36,39,40,42,43,51,53,57,58,59,62,63,42
14,19,21,23,24,27,28,30,31,34,36,42,47,50,51,56,57,58,63,70,36
3,10,12,15,18,19,22,24,25,26,44,46,48,51,52,59,61,67,68,69,68
2,11,16,17,18,22,29,31,32,36,39,44,51,56,59,63,67,68,69,70,36
1,7,9,18,31,32,34,37,39,40,44,46,48,49,51,54,58,61,64,65,61
2,5,13,14,24,25,30,37,39,40,44,49,54,55,58,59,62,63,64,68,37
12,19,23,29,34,38,46,47,48,50,51,52,54,55,57,61,65,68,69,70,61
1,2,5,7,14,18,19,22,29,35,37,40,42,47,57,61,66,68,69,70,47
3,7,8,17,19,22,25,32,36,40,42,43,46,47,48,53,55,58,66,69,25
8,16,17,21,22,23,24,27,46,48,52,54,55,56,61,62,64,66,69,70,52
2,3,4,8,17,23,28,29,32,33,34,39,42,49,52,57,58,61,63,68,57
3,7,8,9,10,15,17,20,21,28,29,30,32,36,37,40,41,48,57,60,17
3,7,12,14,21,22,24,28,29,33,41,47,50,51,59,60,64,65,67,68,22
2,3,6,8,12,24,26,38,39,40,43,44,46,47,53,58,60,62,67,70,43
7,8,9,16,17,21,22,23,25,37,38,42,45,52,56,58,59,61,64,65,7
3,9,10,14,17,18,19,20,26,27,34,43,50,51,54,58,60,61,64,70,43
3,4,13,16,23,25,27,31,35,40,46,48,50,51,53,54,58,60,62,69,62
3,5,7,12,15,17,20,24,26,27,28,30,33,40,42,46,48,52,61,68,12
1,4,5,8,13,20,26,27,28,30,31,32,36,42,43,46,47,54,62,68,46
8,13,16,17,24,31,34,35,36,40,43,44,49,50,53,56,64,66,67,68,43
3,8,13,15,20,21,22,25,30,31,33,34,39,41,49,51,57,58,60,64,39
1,3,5,16,18,20,22,25,33,39,48,54,56,57,58,60,61,64,66,67,25
1,6,12,16,18,19,23,25,32,34,35,39,40,44,47,49,54,63,65,67,44
1,3,7,8,16,18,22,25,26,30,33,36,43,48,53,55,56,57,62,68,18
1,5,9,10,14,20,26,32,33,35,46,47,49,50,54,55,59,62,64,66,10
4,6,9,11,14,15,16,17,18,28,36,40,41,44,46,47,51,61,65,68,14
2,3,4,10,12,13,14,17,26,27,30,39,40,42,44,58,59,63,66,67,30
9,11,15,16,17,21,33,35,37,38,42,45,47,49,51,55,60,62,64,65,47
3,7,11,14,16,17,18,20,22,23,28,29,31,39,44,45,47,55,64,68,31
4,6,8,14,15,23,26,28,29,34,35,38,44,46,47,52,54,57,62,69,4
4,5,15,16,19,20,23,25,28,31,32,34,39,40,42,53,54,55,65,68,25
3,4,5,8,9,10,13,20,26,30,32,33,42,43,44,49,52,54,56,61,3
1,2,5,9,15,17,18,21,24,30,31,32,40,41,44,46,57,60,68,70,40
1,2,5,7,12,18,19,21,25,26,27,30,36,40,42,47,55,58,60,69,18
1,2,7,8,12,14,24,31,42,43,46,49,50,54,58,61,63,67,68,69,24
3,4,6,8,14,28,29,30,31,33,38,39,40,43,48,49,51,58,60,66,38
5,11,12,13,17,19,25,30,31,33,34,38,43,54,56,58,64,67,69,70,11
15,24,32,33,37,38,43,44,46,47,53,54,55,58,60,61,65,66,68,69,61
2,4,6,7,10,12,18,20,31,39,41,45,46,49,51,52,56,59,63,64,6
3,4,6,10,18,22,24,27,29,30,31,37,38,39,52,53,55,58,59,70,18
5,8,9,17,22,28,34,35,38,39,40,42,45,51,53,60,64,66,69,70,42
1,4,15,16,18,26,27,31,35,45,47,49,52,56,59,62,63,66,69,70,18
1,2,3,6,9,16,19,22,26,36,40,41,45,48,52,55,57,67,68,69,67
2,4,8,9,10,17,18,21,22,25,29,32,33,37,44,46,58,59,62,63,33
13,16,18,20,22,24,26,30,31,37,41,42,43,52,57,59,64,65,67,69,24
4,8,10,12,20,24,25,28,29,33,34,37,42,44,48,49,52,59,63,69,8
4,5,7,9,12,15,18,19,32,35,38,39,41,46,49,50,52,53,59,60,49
2,3,12,15,17,18,19,20,31,32,36,44,48,49,50,57,62,64,67,70,62
3,5,10,16,17,26,28,36,39,45,49,51,53,58,61,63,65,66,67,70,58
3,5,6,10,12,14,16,17,21,24,26,30,36,38,49,55,60,62,66,68,17
2,6,7,8,10,11,12,13,17,20,26,31,32,33,34,44,45,51,64,69,6
3,8,15,23,26,30,31,35,36,41,44,51,52,56,57,63,65,67,69,70,3
1,2,3,4,12,16,17,18,20,22,30,35,46,54,55,59,60,64,66,67,60
1,2,5,8,12,21,25,27,42,46,49,51,52,56,60,61,63,67,68,70,42
7,10,14,21,23,24,25,31,33,40,48,50,51,56,58,61,62,67,68,69,62
1,4,6,11,13,18,24,25,26,30,40,41,48,49,51,53,55,57,59,62,48
4,16,17,18,21,32,33,37,41,42,43,45,47,49,52,61,62,63,66,69,63
3,4,11,12,17,18,22,29,33,38,40,42,46,48,49,50,55,63,64,65,49
1,3,6,8,9,10,11,15,18,26,36,42,43,47,52,53,57,61,65,70,65
5,9,10,11,12,14,15,18,19,22,26,29,32,34,42,49,53,57,63,65,22
1,2,4,6,7,13,18,20,25,26,30,32,37,38,41,44,45,47,52,62,37
1,6,9,11,14,16,18,22,24,26,27,33,37,42,46,48,51,63,64,66,63
3,5,9,12,13,19,26,28,29,35,36,38,42,43,52,57,61,62,69,70,57
3,12,14,15,19,20,23,24,29,30,31,36,40,41,43,47,51,60,63,70,20
1,3,8,11,12,13,17,22,23,25,34,36,37,45,54,56,61,62,68,70,1
9,15,17,18,23,24,32,33,34,37,45,47,52,56,57,63,64,66,67,68,37
2,4,5,10,13,16,18,23,25,26,34,39,43,44,47,60,62,64,68,69,62
2,4,7,8,9,11,13,15,23,28,30,34,45,48,52,53,57,61,64,70,9
1,3,5,8,10,12,16,18,20,23,27,29,30,35,41,47,53,66,67,69,41
1,3,28,32,37,40,41,44,48,49,52,55,56,57,58,60,64,66,69,70,64
4,10,13,15,26,27,28,30,46,49,50,51,52,55,59,60,64,65,66,69,13
3,5,13,15,23,29,30,36,38,39,42,46,47,49,50,56,62,65,67,68,30
1,5,9,14,15,27,35,37,39,42,48,49,54,56,58,61,62,64,66,70,62
2,3,5,12,13,16,19,20,21,25,27,34,36,39,40,41,47,56,57,69,36
5,10,15,16,21,22,25,27,29,30,33,36,38,42,43,47,49,55,65,68,16
1,4,5,12,13,14,20,35,45,50,52,53,54,59,61,62,66,67,69,70,13
3,4,5,8,11,13,21,22,23,25,28,29,31,33,40,44,51,59,65,67,3
1,2,7,8,10,15,16,21,22,23,25,27,34,36,42,46,48,60,65,68,16
2,5,8,9,12,14,19,22,28,33,35,37,40,54,59,60,61,67,68,70,68
1,2,8,9,11,12,16,20,24,27,29,36,42,43,44,47,51,52,54,68,16
4,6,9,10,14,23,24,30,31,34,44,46,47,56,57,58,59,62,67,69,23
2,3,7,9,10,15,20,29,30,31,33,42,49,50,51,56,58,59,62,70,56
1,2,3,5,21,22,23,28,29,32,37,42,45,51,54,60,61,66,67,70,37
2,5,9,10,19,20,21,24,25,29,31,33,34,44,45,55,57,59,60,61,19
3,4,6,18,19,21,26,30,33,37,38,41,43,44,47,57,60,61,66,68,19
2,4,5,10,12,14,17,19,20,22,29,33,39,41,44,49,51,54,64,66,54
6,11,13,14,21,22,23,26,27,32,40,43,44,45,50,52,57,58,61,64,27
5,6,7,8,16,17,19,27,31,34,35,39,46,47,49,55,56,59,63,65,34
5,10,11,12,17,19,21,32,35,36,37,39,43,48,50,57,58,61,63,64,10
4,5,8,10,11,14,24,27,28,29,35,36,37,39,40,48,57,58,66,70,58
5,13,16,17,19,20,24,26,28,30,31,34,36,44,45,49,50,51,53,60,5
4,6,10,13,16,25,27,33,46,48,49,55,56,57,59,62,63,64,65,70,46
7,15,23,27,28,29,32,36,43,45,46,47,52,59,60,63,66,68,69,70,66
4,7,11,13,18,20,21,23,26,31,32,38,39,47,48,51,56,57,60,65,31
7,9,10,16,19,20,32,37,38,39,41,44,47,50,51,54,56,57,68,70,70
3,4,6,7,14,15,17,19,29,31,44,51,54,56,57,58,59,65,67,68,15
6,13,16,18,19,23,30,34,36,42,44,49,52,54,57,58,60,62,63,70,70
3,7,8,11,18,24,30,39,40,48,49,53,57,58,60,61,63,64,68,70,53
10,12,14,15,18,19,21,22,24,27,29,30,31,34,37,44,46,47,52,66,46
2,4,5,11,21,23,25,26,28,30,32,34,35,38,44,54,55,59,64,70,28
9,14,15,20,21,24,25,26,27,28,36,38,45,47,55,59,62,63,65,70,63
3,7,11,13,14,18,23,27,28,30,34,38,39,44,45,50,65,68,69,70,13
3,7,8,10,11,16,21,22,23,26,27,34,39,41,43,46,48,49,50,60,43
1,3,6,7,13,17,19,22,28,29,30,32,44,48,50,51,55,61,65,68,68
1,3,8,11,15,16,21,23,26,35,36,42,45,46,55,58,60,61,62,68,61
9,11,15,17,21,26,27,28,31,35,36,41,45,51,52,54,56,58,60,70,36
3,8,10,13,15,16,18,26,28,29,30,31,36,40,42,47,51,52,63,68,3
1,8,9,12,17,19,23,24,25,28,36,41,42,45,52,59,62,63,68,69,59
3,8,13,21,23,24,27,28,31,34,36,38,39,41,43,47,51,60,64,68,51
5,8,12,15,16,26,27,28,30,31,34,43,46,53,54,59,62,66,68,69,26
3,12,13,23,29,32,36,40,43,47,48,49,50,51,52,55,58,59,63,68,63
8,13,16,26,27,28,30,33,35,38,39,41,42,43,44,50,51,52,62,68,52
1,3,7,12,14,16,18,33,36,41,42,47,48,49,50,56,59,68,69,70,56
2,11,12,14,17,21,22,30,35,37,38,39,43,51,52,54,61,62,64,70,17
9,10,11,14,24,28,32,38,39,40,43,47,49,51,52,53,55,62,63,64,51
5,7,10,11,19,20,24,26,27,31,35,39,41,42,43,44,54,65,66,70,70
4,8,11,14,15,16,26,27,33,43,45,50,52,55,56,58,62,64,65,68,4
2,3,6,9,10,19,23,29,30,31,32,33,36,38,40,47,51,60,61,63,19
5,8,13,16,21,22,25,28,30,36,40,45,50,53,54,55,64,66,67,69,40
2,8,12,15,20,24,25,27,28,33,35,39,46,47,52,53,62,67,68,69,8
2,4,6,11,14,18,23,27,29,33,36,39,43,49,51,59,60,61,62,66,66
3,7,14,15,19,23,26,29,33,36,40,41,43,51,54,57,58,67,68,69,14
2,3,4,6,10,12,14,15,21,24,28,29,33,47,54,55,59,60,63,65,55
3,5,11,15,22,24,25,26,27,32,33,37,39,43,44,50,53,55,62,64,64
1,3,6,7,11,13,16,20,23,30,32,33,37,48,51,52,59,60,61,62,16
3,5,6,9,10,13,22,26,29,31,32,34,37,40,41,46,47,55,62,69,46
12,17,18,19,20,23,26,30,34,39,41,42,43,47,48,59,64,67,69,70,43
7,10,17,21,23,30,32,36,37,38,42,44,48,49,50,56,58,59,62,65,48
3,4,10,11,13,22,23,26,33,35,38,39,40,42,50,54,56,58,64,65,54
3,4,6,7,8,17,18,23,24,28,30,35,38,41,48,49,56,57,59,60,3
3,4,7,11,12,19,21,28,29,30,33,43,44,46,48,51,54,59,64,66,46
5,9,14,16,19,20,23,25,35,36,38,39,40,42,44,53,55,56,58,67,53
3,9,11,15,16,20,30,31,37,40,42,51,54,55,56,58,59,65,67,69,67
6,14,15,21,26,29,31,33,35,39,43,44,45,48,51,55,56,59,67,70,31
2,6,9,12,13,14,18,22,25,30,35,37,42,46,57,58,65,66,68,70,37
1,6,7,9,10,13,20,22,25,28,29,30,37,44,45,53,65,66,68,69,10
4,12,13,14,20,22,23,24,29,31,35,40,43,52,56,59,61,62,65,66,20
1,4,16,17,18,20,22,24,26,29,30,39,45,46,47,52,55,59,65,66,18
1,9,10,11,15,18,21,31,36,38,40,41,42,43,50,58,60,64,66,68,60
1,7,9,12,16,17,21,27,29,35,39,41,43,44,46,56,60,62,63,66,27
4,6,11,12,14,18,19,20,25,34,36,37,38,40,49,50,51,53,67,68,12
3,8,9,10,19,25,28,30,31,33,36,44,49,50,52,53,61,64,66,67,50
2,4,8,9,10,16,17,19,27,30,39,41,46,47,50,54,59,61,63,68,19
3,6,13,14,15,19,20,21,22,23,24,29,34,37,38,49,51,52,53,68,49
1,4,9,14,15,16,18,19,21,22,26,28,31,38,41,51,52,53,57,70,1
3,7,8,16,17,36,37,39,40,42,44,47,48,49,51,53,56,57,60,66,36
9,14,16,17,18,23,26,30,32,34,35,42,50,51,55,56,64,68,69,70,68
6,8,14,15,16,18,21,22,23,24,27,32,33,36,37,42,48,58,60,62,48
1,4,6,9,10,15,16,24,32,37,43,44,47,50,56,59,63,64,65,66,50
1,10,11,14,20,26,30,31,37,40,47,50,51,56,57,59,60,63,64,65,30
5,7,8,9,14,15,19,22,27,28,30,36,45,51,53,54,56,65,68,69,54
10,13,14,18,21,24,27,32,35,36,39,41,43,47,48,49,51,53,59,62,39
1,2,10,12,14,21,23,25,28,30,31,43,47,52,54,55,59,61,67,70,12
1,5,6,10,17,18,21,24,25,29,33,43,45,52,55,60,63,65,66,69,45
3,18,19,22,23,26,38,40,41,42,45,46,47,50,55,58,60,64,66,70,18
7,8,10,13,14,16,18,19,29,32,33,34,42,45,47,48,52,54,58,66,54
4,8,11,12,19,22,28,29,30,33,36,37,41,44,47,51,52,54,56,70,44
